#chr1	x1	x2	chr2:y1-y2,2
chr10	118400000	118410000	chr10:118470000-118480000,2
chr10	99740000	99750000	chr10:100000000-100010000,2
chr10	118620000	118630000	chr10:118710000-118720000,2
chr10	25680000	25690000	chr10:26230000-26240000,2
chr10	14230000	14240000	chr10:14360000-14370000,2
chr10	79690000	79700000	chr10:79790000-79800000,2
chr10	39590000	39600000	chr10:39820000-39830000,2
chr10	129550000	129560000	chr10:129760000-129770000,2
chr10	69350000	69360000	chr10:69650000-69660000,2
chr10	61850000	61860000	chr10:62180000-62190000,2
chr10	3855000	3860000	chr10:3890000-3895000,2
chr10	80070000	80075000	chr10:80105000-80110000,2
chr10	118670000	118675000	chr10:118800000-118805000,2
chr10	69115000	69120000	chr10:69155000-69160000,2
chr10	59665000	59670000	chr10:59710000-59715000,2
chr10	51790000	51795000	chr10:51975000-51980000,2
chr10	96750000	96755000	chr10:96820000-96825000,2
chr10	80810000	80815000	chr10:80910000-80915000,2
chr10	34195000	34200000	chr10:34280000-34285000,2
chr10	33985000	33990000	chr10:34020000-34025000,2
chr10	26835000	26840000	chr10:26890000-26895000,2
chr10	24955000	24960000	chr10:25210000-25215000,2
chr10	23510000	23515000	chr10:23545000-23550000,2
chr10	23085000	23090000	chr10:23780000-23785000,2
chr10	13670000	13675000	chr10:13705000-13710000,2
chr10	12910000	12915000	chr10:12990000-12995000,2
chr10	3465000	3470000	chr10:3530000-3535000,2
chr10	3365000	3370000	chr10:3415000-3420000,2
chr10	3330000	3335000	chr10:3365000-3370000,2
chr10	128230000	128235000	chr10:128340000-128345000,2
chr10	128090000	128095000	chr10:128135000-128140000,2
chr10	118670000	118675000	chr10:118745000-118750000,2
chr10	117945000	117950000	chr10:117985000-117990000,2
chr10	117905000	117910000	chr10:118100000-118105000,2
chr10	116590000	116595000	chr10:116625000-116630000,2
chr10	116495000	116500000	chr10:116565000-116570000,2
chr10	111870000	111875000	chr10:111915000-111920000,2
chr10	99640000	99645000	chr10:99685000-99690000,2
chr10	99085000	99090000	chr10:99150000-99155000,2
chr10	98850000	98855000	chr10:98885000-98890000,2
chr10	96540000	96545000	chr10:96580000-96585000,2
chr10	94900000	94905000	chr10:94955000-94960000,2
chr10	96225000	96230000	chr10:96325000-96330000,2
chr10	93590000	93595000	chr10:93635000-93640000,2
chr10	86020000	86025000	chr10:86495000-86500000,2
chr10	86380000	86385000	chr10:86460000-86465000,2
chr10	85480000	85485000	chr10:85620000-85625000,2
chr10	84710000	84715000	chr10:84765000-84770000,2
chr10	84390000	84395000	chr10:84455000-84460000,2
chr10	81050000	81055000	chr10:81100000-81105000,2
chr10	83060000	83065000	chr10:83155000-83160000,2
chr10	75250000	75255000	chr10:75495000-75500000,2
chr10	68650000	68655000	chr10:68690000-68695000,2
chr10	67670000	67675000	chr10:67720000-67725000,2
chr10	67545000	67550000	chr10:67650000-67655000,2
chr10	66895000	66900000	chr10:67220000-67225000,2
chr10	62380000	62385000	chr10:62415000-62420000,2
chr10	62340000	62345000	chr10:62375000-62380000,2
chr10	60130000	60135000	chr10:60265000-60270000,2
chr10	60025000	60030000	chr10:60130000-60135000,2
chr10	58320000	58325000	chr10:58480000-58485000,2
chr10	51790000	51795000	chr10:51950000-51955000,2
chr10	45790000	45795000	chr10:45870000-45875000,2
chr10	45075000	45080000	chr10:45110000-45115000,2
chr10	44520000	44525000	chr10:44630000-44635000,2
chr10	42305000	42310000	chr10:42635000-42640000,2
chr10	42110000	42115000	chr10:42210000-42215000,2
chr10	41750000	41755000	chr10:41790000-41795000,2
chr10	39065000	39070000	chr10:39105000-39110000,2
chr10	34195000	34200000	chr10:34240000-34245000,2
chr10	34045000	34050000	chr10:34280000-34285000,2
chr10	29095000	29100000	chr10:29205000-29210000,2
chr10	27880000	27885000	chr10:27940000-27945000,2
chr10	13780000	13785000	chr10:13815000-13820000,2
chr10	8460000	8465000	chr10:8505000-8510000,2
chr10	4705000	4710000	chr10:4745000-4750000,2
chr10	4675000	4680000	chr10:4750000-4755000,2
chr10	3705000	3710000	chr10:3745000-3750000,2
chr10	128875000	128880000	chr10:128915000-128920000,2
chr10	123055000	123060000	chr10:123105000-123110000,2
chr10	120720000	120725000	chr10:120800000-120805000,2
chr10	120545000	120550000	chr10:120580000-120585000,2
chr10	117525000	117530000	chr10:117560000-117565000,2
chr10	116945000	116950000	chr10:116985000-116990000,2
chr10	116710000	116715000	chr10:116790000-116795000,2
chr10	116330000	116335000	chr10:116880000-116885000,2
chr10	111835000	111840000	chr10:111935000-111940000,2
chr10	111765000	111770000	chr10:111800000-111805000,2
chr10	111655000	111660000	chr10:111705000-111710000,2
chr10	111005000	111010000	chr10:111045000-111050000,2
chr10	110930000	110935000	chr10:111010000-111015000,2
chr10	107445000	107450000	chr10:107485000-107490000,2
chr10	100095000	100100000	chr10:100135000-100140000,2
chr10	99640000	99645000	chr10:100475000-100480000,2
chr10	98030000	98035000	chr10:98080000-98085000,2
chr10	95560000	95565000	chr10:95860000-95865000,2
chr10	95085000	95090000	chr10:95120000-95125000,2
chr10	94040000	94045000	chr10:94115000-94120000,2
chr10	93590000	93595000	chr10:93775000-93780000,2
chr10	92600000	92605000	chr10:92635000-92640000,2
chr10	89650000	89655000	chr10:89685000-89690000,2
chr10	85915000	85920000	chr10:86020000-86025000,2
chr10	83025000	83030000	chr10:83060000-83065000,2
chr10	84875000	84880000	chr10:84910000-84915000,2
chr10	80745000	80750000	chr10:80810000-80815000,2
chr10	80510000	80515000	chr10:80675000-80680000,2
chr10	78525000	78530000	chr10:78595000-78600000,2
chr10	77420000	77425000	chr10:77605000-77610000,2
chr10	77365000	77370000	chr10:77470000-77475000,2
chr10	77080000	77085000	chr10:77205000-77210000,2
chr10	70225000	70230000	chr10:70295000-70300000,2
chr10	70090000	70095000	chr10:70485000-70490000,2
chr10	70005000	70010000	chr10:70295000-70300000,2
chr10	69740000	69745000	chr10:69840000-69845000,2
chr10	69265000	69270000	chr10:69305000-69310000,2
chr10	69185000	69190000	chr10:69305000-69310000,2
chr10	68520000	68525000	chr10:68565000-68570000,2
chr10	67545000	67550000	chr10:67590000-67595000,2
chr10	61205000	61210000	chr10:61330000-61335000,2
chr10	59590000	59595000	chr10:59665000-59670000,2
chr10	56790000	56795000	chr10:56860000-56865000,2
chr10	44455000	44460000	chr10:44520000-44525000,2
chr10	43575000	43580000	chr10:44075000-44080000,2
chr10	43175000	43180000	chr10:43405000-43410000,2
chr10	42700000	42705000	chr10:42765000-42770000,2
chr10	40255000	40260000	chr10:40520000-40525000,2
chr10	39370000	39375000	chr10:39495000-39500000,2
chr10	39315000	39320000	chr10:39405000-39410000,2
chr10	26370000	26375000	chr10:26865000-26870000,2
chr10	25270000	25275000	chr10:26135000-26140000,2
chr10	21835000	21840000	chr10:21870000-21875000,2
chr10	20345000	20350000	chr10:20965000-20970000,2
chr10	12765000	12770000	chr10:12805000-12810000,2
chr10	12545000	12550000	chr10:12580000-12585000,2
chr10	8375000	8380000	chr10:8460000-8465000,2
chr10	7120000	7125000	chr10:7155000-7160000,2
chr10	5255000	5260000	chr10:5305000-5310000,2
chr10	4825000	4830000	chr10:4860000-4865000,2
chr10	4145000	4150000	chr10:4205000-4210000,2
chr10	128775000	128780000	chr10:128825000-128830000,2
chr10	128640000	128645000	chr10:128700000-128705000,2
chr10	128175000	128180000	chr10:128365000-128370000,2
chr10	121460000	121465000	chr10:121625000-121630000,2
chr10	120930000	120935000	chr10:120965000-120970000,2
chr10	119815000	119820000	chr10:119850000-119855000,2
chr10	118870000	118875000	chr10:119075000-119080000,2
chr10	111580000	111585000	chr10:111615000-111620000,2
chr10	99520000	99525000	chr10:99555000-99560000,2
chr10	99395000	99400000	chr10:99430000-99435000,2
chr10	98415000	98420000	chr10:98495000-98500000,2
chr10	96565000	96570000	chr10:96605000-96610000,2
chr10	89685000	89690000	chr10:89725000-89730000,2
chr10	86095000	86100000	chr10:86460000-86465000,2
chr10	81395000	81400000	chr10:81430000-81435000,2
chr10	80810000	80815000	chr10:81050000-81055000,2
chr10	78305000	78310000	chr10:78355000-78360000,2
chr10	77395000	77400000	chr10:77490000-77495000,2
chr10	77335000	77340000	chr10:77370000-77375000,2
chr10	77175000	77180000	chr10:77210000-77215000,2
chr10	76865000	76870000	chr10:76900000-76905000,2
chr10	76645000	76650000	chr10:76700000-76705000,2
chr10	75320000	75325000	chr10:75360000-75365000,2
chr10	69995000	70000000	chr10:70050000-70055000,2
chr10	68315000	68320000	chr10:68350000-68355000,2
chr10	63155000	63160000	chr10:63375000-63380000,2
chr10	59390000	59395000	chr10:59810000-59815000,2
chr10	53675000	53680000	chr10:53725000-53730000,2
chr10	43000000	43005000	chr10:43035000-43040000,2
chr10	42570000	42575000	chr10:42635000-42640000,2
chr10	24955000	24960000	chr10:25095000-25100000,2
chr10	27515000	27520000	chr10:27615000-27620000,2
chr10	29695000	29700000	chr10:29745000-29750000,2
chr10	27990000	27995000	chr10:28025000-28030000,2
chr10	42415000	42420000	chr10:42500000-42505000,2
chr10	34535000	34540000	chr10:34580000-34585000,2
chr10	24145000	24150000	chr10:24295000-24300000,2
chr10	18910000	18915000	chr10:19015000-19020000,2
chr10	15355000	15360000	chr10:15390000-15395000,2
chr10	14440000	14445000	chr10:14700000-14705000,2
chr10	12865000	12870000	chr10:12960000-12965000,2
chr10	4205000	4210000	chr10:4245000-4250000,2
chr10	130320000	130325000	chr10:130355000-130360000,2
chr10	120800000	120805000	chr10:120860000-120865000,2
chr10	120515000	120520000	chr10:120570000-120575000,2
chr10	120385000	120390000	chr10:120465000-120470000,2
chr10	116830000	116835000	chr10:116880000-116885000,2
chr10	111210000	111215000	chr10:111250000-111255000,2
chr10	110785000	110790000	chr10:111100000-111105000,2
chr10	109815000	109820000	chr10:109850000-109855000,2
chr10	108350000	108355000	chr10:108400000-108405000,2
chr10	99640000	99645000	chr10:99840000-99845000,2
chr10	95425000	95430000	chr10:95530000-95535000,2
chr10	89915000	89920000	chr10:89975000-89980000,2
chr10	84640000	84645000	chr10:84675000-84680000,2
chr10	80675000	80680000	chr10:80715000-80720000,2
chr10	78685000	78690000	chr10:78720000-78725000,2
chr10	78265000	78270000	chr10:78380000-78385000,2
chr10	78265000	78270000	chr10:78350000-78355000,2
chr10	77035000	77040000	chr10:77080000-77085000,2
chr10	76620000	76625000	chr10:76690000-76695000,2
chr10	75835000	75840000	chr10:75870000-75875000,2
chr10	69370000	69375000	chr10:69435000-69440000,2
chr10	66930000	66935000	chr10:67220000-67225000,2
chr10	67055000	67060000	chr10:67090000-67095000,2
chr10	66905000	66910000	chr10:67185000-67190000,2
chr10	63025000	63030000	chr10:63375000-63380000,2
chr10	65420000	65425000	chr10:65490000-65495000,2
chr10	60765000	60770000	chr10:61070000-61075000,2
chr10	53275000	53280000	chr10:53340000-53345000,2
chr10	45670000	45675000	chr10:45915000-45920000,2
chr10	45385000	45390000	chr10:45915000-45920000,2
chr10	44880000	44885000	chr10:44990000-44995000,2
chr10	42345000	42350000	chr10:42475000-42480000,2
chr10	42305000	42310000	chr10:42730000-42735000,2
chr10	41475000	41480000	chr10:41515000-41520000,2
chr10	40795000	40800000	chr10:40850000-40855000,2
chr10	40655000	40660000	chr10:40700000-40705000,2
chr10	40335000	40340000	chr10:40425000-40430000,2
chr10	39680000	39685000	chr10:39780000-39785000,2
chr10	39435000	39440000	chr10:39470000-39475000,2
chr10	26890000	26895000	chr10:26975000-26980000,2
chr10	25570000	25575000	chr10:25620000-25625000,2
chr10	24935000	24940000	chr10:25035000-25040000,2
chr10	24390000	24395000	chr10:24580000-24585000,2
chr10	21920000	21925000	chr10:21990000-21995000,2
chr10	21410000	21415000	chr10:21450000-21455000,2
chr10	21385000	21390000	chr10:21430000-21435000,2
chr10	18125000	18130000	chr10:18165000-18170000,2
chr10	18055000	18060000	chr10:18200000-18205000,2
chr10	17330000	17335000	chr10:17725000-17730000,2
chr10	15390000	15395000	chr10:16495000-16500000,2
chr10	7810000	7815000	chr10:8240000-8245000,2
chr10	7175000	7180000	chr10:7210000-7215000,2
chr10	6930000	6935000	chr10:6995000-7000000,2
chr10	128860000	128865000	chr10:128895000-128900000,2
chr10	128745000	128750000	chr10:128825000-128830000,2
chr10	128235000	128240000	chr10:128365000-128370000,2
chr10	122805000	122810000	chr10:122855000-122860000,2
chr10	120945000	120950000	chr10:121030000-121035000,2
chr10	120270000	120275000	chr10:120580000-120585000,2
chr10	120055000	120060000	chr10:120110000-120115000,2
chr10	117930000	117935000	chr10:118100000-118105000,2
chr10	118735000	118740000	chr10:118805000-118810000,2
chr10	118670000	118675000	chr10:118710000-118715000,2
chr10	117850000	117855000	chr10:118120000-118125000,2
chr10	92510000	92515000	chr10:92575000-92580000,2
chr10	94145000	94150000	chr10:94195000-94200000,2
chr10	96860000	96865000	chr10:96945000-96950000,2
chr10	98990000	98995000	chr10:99025000-99030000,2
chr10	97245000	97250000	chr10:97280000-97285000,2
chr10	99480000	99485000	chr10:99515000-99520000,2
chr10	108590000	108595000	chr10:108650000-108655000,2
chr10	112880000	112885000	chr10:112915000-112920000,2
chr10	111505000	111510000	chr10:111565000-111570000,2
chr10	115320000	115325000	chr10:115415000-115420000,2
chr10	112930000	112935000	chr10:112980000-112985000,2
chr10	88375000	88380000	chr10:88415000-88420000,2
chr10	84640000	84645000	chr10:85040000-85045000,2
chr10	83290000	83295000	chr10:83350000-83355000,2
chr10	80165000	80170000	chr10:80675000-80680000,2
chr10	77445000	77450000	chr10:77490000-77495000,2
chr10	75785000	75790000	chr10:75820000-75825000,2
chr10	72920000	72925000	chr10:72980000-72985000,2
chr10	68650000	68655000	chr10:68750000-68755000,2
chr10	68565000	68570000	chr10:68635000-68640000,2
chr10	67365000	67370000	chr10:67400000-67405000,2
chr10	67015000	67020000	chr10:67080000-67085000,2
chr10	63485000	63490000	chr10:63530000-63535000,2
chr10	62795000	62800000	chr10:62885000-62890000,2
chr10	61340000	61345000	chr10:61440000-61445000,2
chr10	60830000	60835000	chr10:60985000-60990000,2
chr10	56690000	56695000	chr10:56810000-56815000,2
chr10	48150000	48155000	chr10:48185000-48190000,2
chr10	45600000	45605000	chr10:45645000-45650000,2
chr10	44800000	44805000	chr10:44880000-44885000,2
chr10	42210000	42215000	chr10:42255000-42260000,2
chr10	42045000	42050000	chr10:42115000-42120000,2
chr10	41915000	41920000	chr10:41970000-41975000,2
chr10	40060000	40065000	chr10:40105000-40110000,2
chr10	39955000	39960000	chr10:40205000-40210000,2
chr10	34095000	34100000	chr10:34130000-34135000,2
chr10	30850000	30855000	chr10:31255000-31260000,2
chr10	30670000	30675000	chr10:30720000-30725000,2
chr10	29220000	29225000	chr10:29335000-29340000,2
chr10	21460000	21465000	chr10:21995000-22000000,2
chr10	24825000	24830000	chr10:24865000-24870000,2
chr10	25035000	25040000	chr10:25110000-25115000,2
chr10	26985000	26990000	chr10:27050000-27055000,2
chr10	25095000	25100000	chr10:25140000-25145000,2
chr10	19910000	19915000	chr10:20120000-20125000,2
chr10	14590000	14595000	chr10:14660000-14665000,2
chr10	14660000	14665000	chr10:14720000-14725000,2
chr10	16885000	16890000	chr10:16930000-16935000,2
chr10	17550000	17555000	chr10:17600000-17605000,2
chr10	17040000	17045000	chr10:17120000-17125000,2
chr10	13575000	13580000	chr10:13785000-13790000,2
chr10	6915000	6920000	chr10:7110000-7115000,2
chr10	4590000	4595000	chr10:4675000-4680000,2
chr10	3475000	3480000	chr10:3940000-3945000,2
chr10	129765000	129770000	chr10:130095000-130100000,2
chr10	129760000	129765000	chr10:129795000-129800000,2
chr10	128920000	128925000	chr10:128955000-128960000,2
chr10	128090000	128095000	chr10:128365000-128370000,2
chr10	127155000	127160000	chr10:127240000-127245000,2
chr10	122930000	122935000	chr10:122965000-122970000,2
chr10	126065000	126070000	chr10:126115000-126120000,2
chr10	121030000	121035000	chr10:121255000-121260000,2
chr10	120270000	120275000	chr10:120720000-120725000,2
chr10	120270000	120275000	chr10:120435000-120440000,2
chr10	119815000	119820000	chr10:119880000-119885000,2
chr10	117150000	117155000	chr10:117185000-117190000,2
chr10	116880000	116885000	chr10:116955000-116960000,2
chr10	116735000	116740000	chr10:116830000-116835000,2
chr10	116590000	116595000	chr10:116830000-116835000,2
chr10	115245000	115250000	chr10:115385000-115390000,2
chr10	112525000	112530000	chr10:112560000-112565000,2
chr10	112285000	112290000	chr10:112365000-112370000,2
chr10	111180000	111185000	chr10:111220000-111225000,2
chr10	111145000	111150000	chr10:111220000-111225000,2
chr10	93465000	93470000	chr10:93580000-93585000,2
chr10	98765000	98770000	chr10:98870000-98875000,2
chr10	99940000	99945000	chr10:100015000-100020000,2
chr10	99390000	99395000	chr10:99480000-99485000,2
chr10	110825000	110830000	chr10:110875000-110880000,2
chr10	108090000	108095000	chr10:108130000-108135000,2
chr10	92720000	92725000	chr10:92975000-92980000,2
chr10	88535000	88540000	chr10:88570000-88575000,2
chr10	86695000	86700000	chr10:86730000-86735000,2
chr10	80745000	80750000	chr10:80995000-81000000,2
chr10	80745000	80750000	chr10:80925000-80930000,2
chr10	80465000	80470000	chr10:80560000-80565000,2
chr10	77385000	77390000	chr10:77420000-77425000,2
chr10	75175000	75180000	chr10:75220000-75225000,2
chr10	74915000	74920000	chr10:75005000-75010000,2
chr10	70705000	70710000	chr10:77610000-77615000,2
chr10	69930000	69935000	chr10:69990000-69995000,2
chr10	69885000	69890000	chr10:70295000-70300000,2
chr10	69885000	69890000	chr10:70090000-70095000,2
chr10	69785000	69790000	chr10:69835000-69840000,2
chr10	67855000	67860000	chr10:68135000-68140000,2
chr10	67400000	67405000	chr10:67855000-67860000,2
chr10	67325000	67330000	chr10:67360000-67365000,2
chr10	66930000	66935000	chr10:67000000-67005000,2
chr10	63270000	63275000	chr10:63315000-63320000,2
chr10	62980000	62985000	chr10:63025000-63030000,2
chr10	62300000	62305000	chr10:62485000-62490000,2
chr10	62240000	62245000	chr10:62285000-62290000,2
chr10	61485000	61490000	chr10:61580000-61585000,2
chr10	61365000	61370000	chr10:61400000-61405000,2
chr10	60100000	60105000	chr10:60135000-60140000,2
chr10	59975000	59980000	chr10:60055000-60060000,2
chr10	57760000	57765000	chr10:57810000-57815000,2
chr10	52215000	52220000	chr10:52320000-52325000,2
chr10	51950000	51955000	chr10:52035000-52040000,2
